DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20171203,1512259200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 03"
20171204,1512345600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 04"
20171205,1512432000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 05"
20171206,1512518400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 06"
20171207,1512604800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 07"
20171208,1512691200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 08"
20171209,1512777600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 09"
20171210,1512864000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 10"
20171211,1512950400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 11"
20171212,1513036800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 12"
20171213,1513123200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 13"
20171214,1513209600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 14"
20171215,1513296000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 15"
20171216,1513382400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 16"
20171217,1513468800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 17"
20171218,1513555200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 18"
20171219,1513641600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 19"
20171220,1513728000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 20"
20171221,1513814400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 21"
20171222,1513900800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 22"
20171223,1513987200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 23"
20171224,1514073600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 24"
20171225,1514160000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 25"
20171226,1514246400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 26"
20171227,1514332800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 27"
20171228,1514419200000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 28"
20171229,1514505600000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 29"
20171230,1514592000000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 30"
20171231,1514678400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 31"
20170701,1498867200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 01"
20170702,1498953600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 02"
20170703,1499040000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 03"
20170704,1499126400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 04"
20170705,1499212800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 05"
20170706,1499299200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 06"
20170707,1499385600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 07"
20170708,1499472000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 08"
20170709,1499558400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 09"
20170710,1499644800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 10"
20170711,1499731200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 11"
20170712,1499817600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 12"
20170713,1499904000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 13"
20170714,1499990400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 14"
20170715,1500076800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 15"
20170716,1500163200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 16"
20170717,1500249600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 17"
20170718,1500336000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 18"
20170719,1500422400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 19"
20170720,1500508800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 20"
20170721,1500595200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 21"
20170722,1500681600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 22"
20170723,1500768000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 23"
20170724,1500854400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 24"
20170725,1500940800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 25"
20170726,1501027200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 26"
20170727,1501113600000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 27"
20170728,1501200000000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 28"
20170729,1501286400000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 29"
20170730,1501372800000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 30"
20170731,1501459200000,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 31"
20170801,1501545600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 01"
20170802,1501632000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 02"
20170803,1501718400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 03"
20170804,1501804800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 04"
20170805,1501891200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 05"
20170806,1501977600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 06"
20170807,1502064000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 07"
20170808,1502150400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 08"
20170809,1502236800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 09"
20170810,1502323200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 10"
20170811,1502409600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 11"
20170812,1502496000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 12"
20170813,1502582400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 13"
20170814,1502668800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 14"
20170815,1502755200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 15"
20170816,1502841600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 16"
20170817,1502928000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 17"
20170818,1503014400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 18"
20170819,1503100800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 19"
20170820,1503187200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 20"
20170821,1503273600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 21"
20170822,1503360000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 22"
20170823,1503446400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 23"
20170824,1503532800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 24"
20170825,1503619200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 25"
20170826,1503705600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 26"
20170827,1503792000000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 27"
20170828,1503878400000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 28"
20170829,1503964800000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 29"
20170830,1504051200000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 30"
20170831,1504137600000,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 31"
20170901,1504224000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 01"
20170902,1504310400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 02"
20170903,1504396800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 03"
20170904,1504483200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 04"
20170905,1504569600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 05"
20170906,1504656000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 06"
20170907,1504742400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 07"
20170908,1504828800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 08"
20170909,1504915200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 09"
20170910,1505001600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 10"
20170911,1505088000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 11"
20170912,1505174400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 12"
20170913,1505260800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 13"
20170914,1505347200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 14"
20170915,1505433600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 15"
20170916,1505520000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 16"
20170917,1505606400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 17"
20170918,1505692800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 18"
20170919,1505779200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 19"
20170920,1505865600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 20"
20170921,1505952000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 21"
20170922,1506038400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 22"
20170923,1506124800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 23"
20170924,1506211200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 24"
20170925,1506297600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 25"
20170926,1506384000000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 26"
20170927,1506470400000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 27"
20170928,1506556800000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 28"
20170929,1506643200000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 29"
20170930,1506729600000,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 30"
20180701,1530403200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 01"
20180702,1530489600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 02"
20180703,1530576000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 03"
20180704,1530662400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 04"
20180705,1530748800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 05"
20180706,1530835200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 06"
20180707,1530921600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 07"
20180708,1531008000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 08"
20180709,1531094400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 09"
20180710,1531180800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 10"
20180711,1531267200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 11"
20180712,1531353600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 12"
20180713,1531440000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 13"
20180714,1531526400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 14"
20180715,1531612800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 15"
20180716,1531699200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 16"
20180717,1531785600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 17"
20180718,1531872000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 18"
20180719,1531958400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 19"
20180720,1532044800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 20"
20180721,1532131200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 21"
20180722,1532217600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 22"
20180723,1532304000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 23"
20180724,1532390400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 24"
20180725,1532476800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 25"
20180726,1532563200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 26"
20180727,1532649600000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 27"
20180728,1532736000000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 28"
20180729,1532822400000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 29"
20180730,1532908800000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 30"
20180731,1532995200000,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 31"
20180801,1533081600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 01"
20180802,1533168000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 02"
20180803,1533254400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 03"
20180804,1533340800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 04"
20180805,1533427200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 05"
20180806,1533513600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 06"
20180807,1533600000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 07"
20180808,1533686400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 08"
20180809,1533772800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 09"
20180810,1533859200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 10"
20180811,1533945600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 11"
20180812,1534032000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 12"
20180813,1534118400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 13"
20180814,1534204800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 14"
20180815,1534291200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 15"
20180816,1534377600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 16"
20180817,1534464000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 17"
20180818,1534550400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 18"
20180819,1534636800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 19"
20180820,1534723200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 20"
20180821,1534809600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 21"
20180822,1534896000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 22"
20180823,1534982400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 23"
20180824,1535068800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 24"
20180825,1535155200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 25"
20180826,1535241600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 26"
20180827,1535328000000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 27"
20180828,1535414400000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 28"
20180829,1535500800000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 29"
20180830,1535587200000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 30"
20180831,1535673600000,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 31"
20180901,1535760000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 01"
20180902,1535846400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 02"
20180903,1535932800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 03"
20180904,1536019200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 04"
20180905,1536105600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 05"
20180906,1536192000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 06"
20180907,1536278400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 07"
20180908,1536364800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 08"
20180909,1536451200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 09"
20180910,1536537600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 10"
20180911,1536624000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 11"
20180912,1536710400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 12"
20180913,1536796800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 13"
20180914,1536883200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 14"
20180915,1536969600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 15"
20180916,1537056000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 16"
20180917,1537142400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 17"
20180918,1537228800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 18"
20180919,1537315200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 19"
20180920,1537401600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 20"
20180921,1537488000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 21"
20180922,1537574400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 22"
20180923,1537660800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 23"
20180924,1537747200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 24"
20180925,1537833600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 25"
20180926,1537920000000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 26"
20180927,1538006400000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 27"
20180928,1538092800000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 28"
20180929,1538179200000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 29"
20180930,1538265600000,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 30"
20181001,1538352000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 01"
20181002,1538438400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 02"
20181003,1538524800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 03"
20181004,1538611200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 04"
20181005,1538697600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 05"
20181006,1538784000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 06"
20181007,1538870400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 07"
20181008,1538956800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 08"
20181009,1539043200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 09"
20181010,1539129600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 10"
20181011,1539216000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 11"
20181012,1539302400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 12"
20181013,1539388800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 13"
20181014,1539475200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 14"
20181015,1539561600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 15"
20181016,1539648000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 16"
20181017,1539734400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 17"
20181018,1539820800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 18"
20181019,1539907200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 19"
20181020,1539993600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 20"
20181021,1540080000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 21"
20181022,1540166400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 22"
20181023,1540252800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 23"
20181024,1540339200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 24"
20181025,1540425600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 25"
20181026,1540512000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 26"
20181027,1540598400000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 27"
20181028,1540684800000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 28"
20181029,1540771200000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 29"
20181030,1540857600000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 30"
20181031,1540944000000,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 31"
20181101,1541030400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 01"
20181102,1541116800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 02"
20181103,1541203200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 03"
20181104,1541289600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 04"
20181105,1541376000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 05"
20181106,1541462400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 06"
20181107,1541548800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 07"
20181108,1541635200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 08"
20181109,1541721600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 09"
20181110,1541808000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 10"
20181111,1541894400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 11"
20181112,1541980800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 12"
20181113,1542067200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 13"
20181114,1542153600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 14"
20181115,1542240000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 15"
20181116,1542326400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 16"
20181117,1542412800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 17"
20181118,1542499200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 18"
20181119,1542585600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 19"
20181120,1542672000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 20"
20181121,1542758400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 21"
20181122,1542844800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 22"
20181123,1542931200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 23"
20181124,1543017600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 24"
20181125,1543104000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 25"
20181126,1543190400000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 26"
20181127,1543276800000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 27"
20181128,1543363200000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 28"
20181129,1543449600000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 29"
20181130,1543536000000,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 30"
20181201,1543622400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 01"
20181202,1543708800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 02"
20181203,1543795200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 03"
20181204,1543881600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 04"
20181205,1543968000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 05"
20181206,1544054400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 06"
20181207,1544140800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 07"
20181208,1544227200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 08"
20181209,1544313600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 09"
20181210,1544400000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 10"
20181211,1544486400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 11"
20181212,1544572800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 12"
20181213,1544659200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 13"
20181214,1544745600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 14"
20181215,1544832000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 15"
20181216,1544918400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 16"
20181217,1545004800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 17"
20181218,1545091200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 18"
20181219,1545177600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 19"
20181220,1545264000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 20"
20181221,1545350400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 21"
20181222,1545436800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 22"
20181223,1545523200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 23"
20181224,1545609600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 24"
20181225,1545696000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 25"
20181226,1545782400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 26"
20181227,1545868800000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 27"
20181228,1545955200000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 28"
20181229,1546041600000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 29"
